host,mx,soa,ns,txt,status_code,a,aaaa,cdn,cdn-name,caa,ptr,cname,has_internal_ips,internal_ips
derg.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com",,NOERROR,"216.239.34.21, 216.239.32.21, 216.239.38.21, 216.239.36.21","2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
deruiter.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b1.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com",,NOERROR,,,,,,,,,
descarga-este.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com",,NOERROR,,,,,,,,,
descarga.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b3.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com",,NOERROR,,,,,,,,,
deshawresearch.zip,,"nsgbr.comlaude.co.uk, dnstech.comlaude.com","nsgbr.comlaude.co.uk, nssui.comlaude.ch, nsusa.comlaude.net",,NOERROR,,,,,,,,,
designportfolio.zip,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c4.googledomains.com",,NOERROR,,,,,,,,,
designspark.zip,custmx.cscdns.net,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",,NOERROR,"165.160.13.20, 165.160.15.20",,,,,,,,
detik.zip,,"elle.ns.cloudflare.com, dns.cloudflare.com","west.ns.cloudflare.com, elle.ns.cloudflare.com",,NOERROR,"104.21.41.103, 172.67.146.131","2606:4700:3035::6815:2967, 2606:4700:3031::ac43:9283",True,cloudflare,,,,,
detinho.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d2.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com",,NOERROR,"216.239.32.21, 216.239.38.21, 216.239.34.21, 216.239.36.21","2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15",,,,,,,
dev-1.zip,,"dns1.p01.nsone.net, domains+netlify.netlify.com","dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, dns1.p09.nsone.net",,NOERROR,"35.156.224.161, 34.159.75.132",,True,google,,,,,
dev-tools.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com",,NOERROR,,,,,,,,,
dev.zip,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com","aria.ns.cloudflare.com, dns.cloudflare.com","aria.ns.cloudflare.com, drew.ns.cloudflare.com",v=spf1 include:_spf.google.com -all,NOERROR,,,,,,,,,
devcore.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com",,NOERROR,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21","2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15",,,,,,,
devel.zip,,"mary.ns.cloudflare.com, dns.cloudflare.com","mary.ns.cloudflare.com, todd.ns.cloudflare.com",,NOERROR,"104.21.46.169, 172.67.140.192","2606:4700:3034::6815:2ea9, 2606:4700:3032::ac43:8cc0",True,cloudflare,,,,,
devis.zip,"fb.mail.gandi.net, spool.mail.gandi.net","ns1.gandi.net, hostmaster.gandi.net","ns-104-b.gandi.net, ns-222-c.gandi.net, ns-199-a.gandi.net",v=spf1 include:_mailcust.gandi.net ?all,NOERROR,217.70.184.38,,,,,,,,
devnull.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com",,NOERROR,,,,,,,,,
devon.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","maceio.ns.porkbun.com, salvador.ns.porkbun.com, curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com",,NOERROR,198.51.233.1,2620:2:6000::bad:dab:cafe,,,,,,,
devop.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e1.googledomains.com",,NOERROR,,,,,,,,,
dext.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e1.googledomains.com",,NOERROR,"216.239.32.110, 216.239.34.110, 216.239.36.110, 216.239.38.110","2001:4860:4802:32::6e, 2001:4860:4802:34::6e, 2001:4860:4802:36::6e, 2001:4860:4802:38::6e",,,,,,,
dghost.zip,"route3.mx.cloudflare.net, route2.mx.cloudflare.net, route1.mx.cloudflare.net","collins.ns.cloudflare.com, dns.cloudflare.com","collins.ns.cloudflare.com, titan.ns.cloudflare.com",v=spf1 include:_spf.mx.cloudflare.net ~all,NOERROR,,,,,,,,,
dh28.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","fortaleza.ns.porkbun.com, curitiba.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com",,NOERROR,"44.227.76.166, 44.227.65.245, 162.159.11.180, 173.245.58.37, 162.159.10.150, 162.159.8.140",,,,,,,,
dhcp.zip,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c3.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c4.googledomains.com",,NOERROR,,,,,,,,,
dickcaughtin.zip,,"jeremy.ns.cloudflare.com, dns.cloudflare.com","maya.ns.cloudflare.com, jeremy.ns.cloudflare.com",,NOERROR,"104.21.39.165, 172.67.146.196",,True,cloudflare,,,,,
dickcaughtina.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a1.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a4.googledomains.com",,NOERROR,,,,,,,,,
diffusion.zip,"alt1.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com","ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c3.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c1.googledomains.com",,NOERROR,"216.239.34.21, 216.239.36.21, 216.239.38.21, 216.239.32.21","2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
digitalforensics.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e4.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e2.googledomains.com",,NOERROR,,,,,,,,,
dina.zip,"eforward3.registrar-servers.com, eforward1.registrar-servers.com, eforward4.registrar-servers.com, eforward5.registrar-servers.com, eforward2.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns2.registrar-servers.com, dns1.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,"162.255.119.56, 156.154.132.200, 156.154.133.200","2610:a1:1024::200, 2610:a1:1025::200",,,,,,,
directory.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d2.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d3.googledomains.com",,NOERROR,"216.239.38.21, 216.239.32.21, 216.239.36.21, 216.239.34.21","2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15",,,,,,,
discord.zip,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com",,NOERROR,,,,,,,,,
disks.zip,,"dns1.p01.nsone.net, domains+netlify.netlify.com","dns1.p06.nsone.net, dns3.p06.nsone.net, dns2.p06.nsone.net, dns4.p06.nsone.net",,NOERROR,"34.159.132.250, 18.192.231.252","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",True,google,,,,,
dism.zip,"eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns2.registrar-servers.com, dns1.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,162.255.119.148,,,,,,,,
district1.zip,,"ns23.domaincontrol.com, dns.jomax.net","ns23.domaincontrol.com, ns24.domaincontrol.com",,NOERROR,34.102.136.180,,True,google,,,,,
dl.zip,,"ivy.ns.cloudflare.com, dns.cloudflare.com","ivy.ns.cloudflare.com, kip.ns.cloudflare.com",,NOERROR,135.181.16.50,,,,,,,,
dlit.zip,,"ernest.ns.cloudflare.com, dns.cloudflare.com","ernest.ns.cloudflare.com, tori.ns.cloudflare.com",,NOERROR,173.212.199.88,,,,,,,,
dlut.zip,,"ns21.domaincontrol.com, dns.jomax.net","ns22.domaincontrol.com, ns21.domaincontrol.com",,NOERROR,34.102.136.180,,True,google,,,,,
dmca.zip,"route2.mx.cloudflare.net, route1.mx.cloudflare.net, route3.mx.cloudflare.net","arushi.ns.cloudflare.com, dns.cloudflare.com","langston.ns.cloudflare.com, arushi.ns.cloudflare.com",v=spf1 include:_spf.mx.cloudflare.net ~all,NOERROR,"179.43.171.136, 108.162.194.61, 162.159.38.61, 172.64.34.61, 108.162.195.252, 162.159.44.252, 172.64.35.252","2606:4700:50::a29f:263d, 2803:f800:50::6ca2:c23d, 2a06:98c1:50::ac40:223d, 2606:4700:58::a29f:2cfc, 2803:f800:50::6ca2:c3fc, 2a06:98c1:50::ac40:23fc",,,,,,,
dmg.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b3.googledomains.com",,NOERROR,"216.239.32.107, 216.239.34.107, 216.239.36.107, 216.239.38.107","2001:4860:4802:32::6b, 2001:4860:4802:34::6b, 2001:4860:4802:36::6b, 2001:4860:4802:38::6b",,,,,,,
dms.zip,,"ns67.domaincontrol.com, dns.jomax.net","ns67.domaincontrol.com, ns68.domaincontrol.com",,NOERROR,34.102.136.180,,True,google,,,,,
dni.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e1.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com",,NOERROR,,,,,,,,,
do-not-open.zip,"eforward2.registrar-servers.com, eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns2.registrar-servers.com, dns1.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,192.64.119.32,,,,,,,,
docai.zip,"alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com","ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b1.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com",v=spf1 include:_spf.google.com ~all,NOERROR,,,,,,,,,
docent.zip,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","pranab.ns.cloudflare.com, dns.cloudflare.com","pranab.ns.cloudflare.com, sharon.ns.cloudflare.com","google-site-verification=fyrZFchoKz26-hTLwlfXVKFZ1hbAhzLtaNhf-xHQIOU, v=spf1 include:_spf.google.com -all",NOERROR,"172.67.152.138, 104.21.12.145","2606:4700:3033::6815:c91, 2606:4700:3034::ac43:988a",True,cloudflare,,,,,
doctolib.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d1.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com",,NOERROR,,,,,,,,,
document.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com",,NOERROR,34.206.92.29,,,,,,,,
documente.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","maceio.ns.porkbun.com, salvador.ns.porkbun.com, curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com",,NOERROR,"44.227.76.166, 44.227.65.245",,,,,,,,
docxs.zip,"eforward2.registrar-servers.com, eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns2.registrar-servers.com, dns1.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,192.64.119.141,,,,,,,,
dod.zip,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d4.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d3.googledomains.com",,NOERROR,,,,,,,,,
dodgy.zip,mail.dodgy.zip,"hydrogen.ns.hetzner.com, dns.hetzner.com","hydrogen.ns.hetzner.com, oxygen.ns.hetzner.com, helium.ns.hetzner.de",,NOERROR,135.181.98.38,,,,,,,,
dodo.zip,,"dns1.comlaude-dns.com, dnstech.comlaude.com","dns1.comlaude-dns.com, dns2.comlaude-dns.net, dns3.comlaude-dns.co.uk, dns4.comlaude-dns.eu",,NOERROR,,,,,,,,,
dogg.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com",,NOERROR,"44.227.65.245, 44.227.76.166",,,,,,,,
dogtraining.zip,mail.dogtraining.zip,"ns8131.hostgator.com, root.gator4066.hostgator.com","ns8131.hostgator.com, ns8132.hostgator.com",v=spf1 a mx include:websitewelcome.com ~all,NOERROR,192.185.16.207,,,,,,,,
dokumen.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a3.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a2.googledomains.com",,NOERROR,,,,,,,,,
dokument.zip,"eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,192.64.119.244,,,,,,,,
dokumnety.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e1.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e4.googledomains.com",,NOERROR,"216.239.34.21, 216.239.32.21, 216.239.38.21, 216.239.36.21","2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15",,,,,,,
dolphintest.zip,,"pdns13.domaincontrol.com, dns.jomax.net","pdns14.domaincontrol.com, pdns13.domaincontrol.com",,NOERROR,34.102.136.180,,True,google,,,,,
domainmarket.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b3.googledomains.com",,NOERROR,,,,,,,,,
dominic.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e1.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com",,NOERROR,,,,,,,,,
doms.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com",,NOERROR,"44.227.76.166, 44.227.65.245",,,,,,,,
donotdownload.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com",,NOERROR,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21","2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
donotopenthis.zip,,"cleo.ns.cloudflare.com, dns.cloudflare.com","cleo.ns.cloudflare.com, linda.ns.cloudflare.com",,NOERROR,"172.67.147.161, 104.21.47.121","2606:4700:3030::ac43:93a1, 2606:4700:3030::6815:2f79",True,cloudflare,,,,,
dontclick.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b4.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b3.googledomains.com",,NOERROR,,,,,,,,,
dontopen.zip,"eforward3.registrar-servers.com, eforward1.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward2.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,192.64.119.35,,,,,,,,
doon.zip,,"curitiba.ns.porkbun.com, dns.cloudflare.com","maceio.ns.porkbun.com, fortaleza.ns.porkbun.com, salvador.ns.porkbun.com, curitiba.ns.porkbun.com",,NOERROR,"44.227.65.245, 44.227.76.166",,,,,,,,
dormakaba.zip,,"ns1.dormakaba.com, hostmaster.inwx.de","ns3.dormakaba.com, ns1.dormakaba.com, ns2.dormakaba.com",,NOERROR,,,,,,,,,
dossier.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com",,NOERROR,,,,,,,,,
dossiers.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com",,NOERROR,"216.239.32.106, 216.239.34.106, 216.239.36.106, 216.239.38.106","2001:4860:4802:32::6a, 2001:4860:4802:34::6a, 2001:4860:4802:36::6a, 2001:4860:4802:38::6a",,,,,,,
dotnetupdate.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com",,NOERROR,"216.239.32.106, 216.239.34.106, 216.239.36.106, 216.239.38.106","2001:4860:4802:32::6a, 2001:4860:4802:34::6a, 2001:4860:4802:36::6a, 2001:4860:4802:38::6a",,,,,,,
dotsettings.zip,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com",,NOERROR,,,,,,,,,
doupmypantswitha.zip,mx.hover.com.cust.hostedemail.com,"ns1.hover.com, dnsmaster.hover.com","ns2.hover.com, ns1.hover.com",,NOERROR,216.40.34.41,,,,,,,,
douyin.zip,,"alice.ns.cloudflare.com, dns.cloudflare.com","nico.ns.cloudflare.com, alice.ns.cloudflare.com",,NOERROR,"188.114.96.0, 188.114.97.0","2a06:98c1:3120::, 2a06:98c1:3121::",True,cloudflare,,,,,
dowding.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com",,NOERROR,,,,,,,,,
download.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e3.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e1.googledomains.com",,NOERROR,76.76.21.21,,,,,,,,
download.zip,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e1.googledomains.com",,NOERROR,76.76.21.21,,,,,,,,
download1.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a2.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a3.googledomains.com",,NOERROR,,,,,,,,,
download3.zip,"eforward2.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward5.registrar-servers.com, eforward3.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns2.registrar-servers.com, dns1.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,192.64.119.63,,,,,,,,
downloadarchive.zip,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com",,NOERROR,,,,,,,,,
downloader.zip,"gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e2.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com",,NOERROR,,,,,,,,,
downloaders.zip,"eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com","dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns2.registrar-servers.com, dns1.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,NOERROR,162.255.119.141,,,,,,,,
downloadthisfile.zip,,"bella.ns.cloudflare.com, dns.cloudflare.com","bella.ns.cloudflare.com, phil.ns.cloudflare.com",,NOERROR,"104.21.24.30, 172.67.216.128","2606:4700:3035::ac43:d880, 2606:4700:3033::6815:181e",True,cloudflare,,,,,
dox.zip,,"donald.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"104.21.3.254, 172.67.131.103","2606:4700:3033::6815:3fe, 2606:4700:3030::ac43:8367",True,cloudflare,,,,,
